,sub,onset,offset,cat,tier,group,Group,latency,latency group
2867,23,397.345,397.679,xxx,Infant voc,,1.0,0.2459999999999809,within person
2868,1005,397.433,398.457,xxx,Infant voc,,3.0,0.8430000000000177,within person
2869,61,397.614,398.111,xxx,Infant voc,,2.0,0.36099999999999,within person
2870,23,397.75,399.203,ah alle tue bambole?		 (C QE),Caregiver voc,,1.0,1.4239999999999782,infant-cg
2871,1001,397.779,398.371,xxx,Infant voc,,3.0,0.2389999999999759,cg-infant
2872,1004,398.132,404.507,xxx,Infant voc,,3.0,6.357000000000028,within person
2873,65,398.15,399.599,hai fatto cadere la pallina? (QA),Caregiver voc,,2.0,0.8979999999999677,infant-cg
2874,10,398.701,402.407,gnamgnam@o gelato. (OP RE),Caregiver voc,,1.0,3.701999999999998,within person
2875,1005,398.705,401.683,Ah ma come è buono? (C QO) l’hai fatto tu?  (QA),Caregiver voc,,3.0,2.8770000000000095,within person
2876,1006,398.806,400.023,brr brr (fa andare il trenino),Caregiver voc,,3.0,1.1330000000000382,within person
2877,1,398.89,399.307,oh,Infant voc,,1.0,0.3849999999999909,cg-infant
2878,1001,398.922,401.895,"Grazie, mettici questo		(AE DA)",Caregiver voc,,3.0,2.9470000000000027,infant-cg
2879,61,398.948,401.268,xxx,Infant voc,,2.0,2.228999999999985,cg-infant
2880,64,399.039,402.827,: no non vuoi? Xxxx non me lo dici?	 (C QO I QA) ,Caregiver voc,,2.0,3.5670000000000073,infant-cg
2881,1007,399.26,399.75,xxx,Caregiver voc,,3.0,0.41800000000000637,within person
2882,22,399.332,401.21,lo sai che colore è? (QO),Caregiver voc,,1.0,1.4389999999999645,within person
2883,1,399.771,400.411,lo apriamo? (W),Caregiver voc,,1.0,0.6070000000000277,within person
2884,23,399.804,400.253,xxx,Infant voc,,1.0,0.30299999999999727,cg-infant
2885,52,399.95,402.471,guarda c’è la mucca e dopo? (DA QE),Caregiver voc,,2.0,2.197999999999979,infant-cg
2886,21,400.273,402.403,xxx,Caregiver voc,,1.0,2.016999999999996,within person
2887,23,400.386,400.773,tua,Caregiver voc,,1.0,-0.12899999999996226,within person
2888,1,400.902,401.33,sì (CW),Infant voc,,1.0,0.2899999999999636,cg-infant
2889,23,401.04,401.448,xxx,Caregiver voc,,1.0,0.11599999999998545,infant-cg
2890,61,401.332,402.282,dai metti l’acqua (DA),Caregiver voc,,2.0,0.8779999999999859,within person
2891,22,401.404,401.792,xxx,Infant voc,,1.0,0.09199999999998454,cg-infant
2892,60,401.7,403.395,vuoi la copertina Lorenzo? (QO NC) ,Caregiver voc,,2.0,1.4839999999999804,infant-cg
2893,1005,401.911,402.655,il caffè	(RE),Caregiver voc,,3.0,0.7409999999999854,within person
2894,18,401.914,402.996,aprila quella blu (DA),Caregiver voc,,1.0,0.95799999999997,within person
2895,22,402.038,403.59,questo è il giallo (RE),Caregiver voc,,1.0,1.2159999999999513,within person
2896,61,402.374,402.859,xxx,Infant voc,,2.0,0.4689999999999941,cg-infant
2897,65,402.39,402.998,tiramela (DA),Caregiver voc,,2.0,0.5260000000000105,infant-cg
2898,1007,402.472,403.391,Eccola qua	(C),Caregiver voc,,3.0,0.2909999999999968,within person
2899,18,403.1,403.915,aprila ( - ),Caregiver voc,,1.0,0.66700000000003,within person
2900,61,403.248,406.019,xxx,Infant voc,,2.0,2.745999999999981,cg-infant
2901,61,403.273,404.129,Francesca (NC),Caregiver voc,,2.0,0.8110000000000355,infant-cg
2902,1005,403.318,403.794,Sì (C),Caregiver voc,,3.0,0.39400000000000546,within person
2903,57,403.4,406.819,to’ metti questo metti questo (DA C),Caregiver voc,,2.0,3.2560000000000286,within person
2904,23,403.563,404.395,xxx,Infant voc,,1.0,0.8269999999999982,cg-infant
2905,10,403.568,408.196, mm gnamgnamgnam@o (C OP) ,Caregiver voc,,1.0,4.435000000000002,infant-cg
2906,1006,403.761,404.759,brr brr,Caregiver voc,,3.0,0.7970000000000255,within person
2907,1005,403.962,404.981,l’hai fatto tu? (QA),Caregiver voc,,3.0,1.0,within person
2908,21,403.981,407.806,xxx,Caregiver voc,,1.0,3.794999999999959,within person
2909,22,404.011,404.202,xxx,Infant voc,,1.0,0.045000000000015916,cg-infant
2910,22,404.157,405.692,xxx,Caregiver voc,,1.0,1.134999999999991,infant-cg
2911,52,404.557,406.671,"mmm e quello chi è quello, chi è? (C QE)",Caregiver voc,,2.0,2.1019999999999754,within person
2912,64,404.569,405.744,"xxx, cosa vuoi fare (QA)",Caregiver voc,,2.0,0.9950000000000045,within person
2913,61,404.749,405.829,xxx,Caregiver voc,,2.0,0.9549999999999841,within person
2914,23,404.874,405.539,xxx,Infant voc,,1.0,0.6499999999999773,cg-infant
2915,1007,404.889,405.359,Vai (AE),Caregiver voc,,3.0,0.35899999999998045,infant-cg
2916,1004,405.0,405.945,Vieni qua vieni (DA C),Caregiver voc,,3.0,0.86099999999999,within person
2917,60,405.084,405.592,xxx,Infant voc,,2.0,0.4300000000000068,cg-infant
2918,1,405.162,405.744,ecco,Infant voc,,1.0,0.16300000000001091,within person
2919,1004,405.581,407.801,xxx,Infant voc,,3.0,2.0809999999999604,within person
2920,18,405.72,406.64,aprila. ( - ),Caregiver voc,,1.0,0.7679999999999723,infant-cg
2921,22,405.872,406.241,xxx,Caregiver voc,,1.0,0.125,within person
2922,1005,406.116,406.852,Sì (C),Caregiver voc,,3.0,0.7189999999999941,within person
2923,23,406.133,406.79,xxx,Infant voc,,1.0,0.5699999999999932,cg-infant
2924,64,406.22,408.457,vuoi dare i bacini alla mamma	(QA) ,Caregiver voc,,2.0,2.129000000000019,infant-cg
2925,1,406.328,406.785,poi? (QE),Caregiver voc,,1.0,0.4140000000000441,within person
2926,60,406.371,408.477,ti vuoi riposaree (RA) ,Caregiver voc,,2.0,1.7609999999999673,within person
2927,23,406.716,409.812,ma le levi tutte dalla nanna (RA) poverine (RE) allora (C),Caregiver voc,,1.0,3.033999999999992,within person
2928,52,406.778,408.93,vieni sul tappatone qua con la mamma (DA),Caregiver voc,,2.0,2.1240000000000236,within person
2929,1006,406.806,408.284,dai posa il telefono dai	(DA C),Caregiver voc,,3.0,1.3079999999999927,within person
2930,1005,406.976,407.806,l’hai fatto tu? (QA),Caregiver voc,,3.0,0.7049999999999841,within person
2931,18,407.101,409.043,: aprila bene. ( - ) fai vedere a mamma (DA) guarda (DA),Caregiver voc,,1.0,1.8220000000000027,within person
2932,22,407.221,408.518,xxx,Caregiver voc,,1.0,1.2569999999999482,within person
2933,1004,407.261,411.807,"Che fa piange? (QE) Fammi vedere come fa, piange la bimba, fammi vedere vieni qua (DA RE DA)",Caregiver voc,,3.0,4.423000000000002,within person
2934,65,407.384,407.899,xxx,Caregiver voc,,2.0,0.4289999999999736,within person
2935,57,407.47,410.472,"prendi la palla, metti questo	(DA DA)",Caregiver voc,,2.0,2.5609999999999786,within person
2936,61,407.911,411.358, dai giochiamo (W) vieni qui giochiamo (DA W),Caregiver voc,,2.0,3.048000000000002,within person
2937,1005,408.31,409.074,xxx,Infant voc,,3.0,0.625,cg-infant
2938,1007,408.449,409.994,Gioca a pallone gioca (DA C),Caregiver voc,,3.0,1.5100000000000477,infant-cg
2939,60,408.484,409.904,sbirulino (NE) ,Caregiver voc,,2.0,1.4039999999999964,within person
2940,1,408.5,409.55,xxx,Infant voc,,1.0,0.9879999999999995,cg-infant
2941,1006,408.562,409.233,posalo (DA),Caregiver voc,,3.0,0.6580000000000155,infant-cg
2942,1002,408.575,410.801,Non da lì infilalo da dietro  (AD),Caregiver voc,,3.0,1.926999999999964,within person
2943,1001,408.874,412.004,"Va in piedi, va in piedi a mamma (RE C) Mettilo qua (DA)",Caregiver voc,,3.0,3.1020000000000323,within person
2944,65,408.902,409.869,te la tiro io (RM),Caregiver voc,,2.0,0.8140000000000214,within person
2945,1005,409.055,412.154,(versi)	(AN),Caregiver voc,,3.0,3.0219999999999914,within person
2946,22,409.132,410.124,xxx,Caregiver voc,,1.0,0.93100000000004,within person
2947,21,409.193,410.2,xxx,Infant voc,,1.0,0.9219999999999686,cg-infant
2948,1,409.278,410.405,quello rosso piccolo (RE),Caregiver voc,,1.0,1.1129999999999995,infant-cg
2949,18,409.292,409.978,guarda bene.  ( - ),Caregiver voc,,1.0,0.34300000000001774,within person
2950,52,409.635,414.692,"guarda sul tappatone con mamma dai qua, che leggiamo la storia (DA C W)",Caregiver voc,,2.0,4.76400000000001,within person
2951,64,409.928,414.285,ti faccio il solletico	(RM) ,Caregiver voc,,2.0,4.049000000000035,within person
2952,1006,410.236,410.976,posa,Caregiver voc,,3.0,0.47800000000000864,within person
2953,65,410.498,411.48,te la tiro ( - ),Caregiver voc,,2.0,0.9590000000000032,within person
2954,60,410.521,412.081,ti vuoi riposare un pochino?	 (QA) ,Caregiver voc,,2.0,1.5500000000000114,within person
2955,18,410.531,412.196,hai visto che ci sta? (QA),Caregiver voc,,1.0,1.6190000000000282,within person
2956,21,410.577,413.008,xxx,Caregiver voc,,1.0,2.0960000000000036,within person
2957,1002,410.912,412.012,xxx,Infant voc,,3.0,1.0539999999999736,cg-infant
2958,22,410.958,416.689,quante belle cose ti ha comprato (RE) : hai detto grazie alla Marina? (QA),Caregiver voc,,1.0,5.323000000000036,infant-cg
2959,10,411.366,412.817,ma chi è questa bambolo? (QE),Caregiver voc,,1.0,0.9060000000000059,within person
2960,1002,411.911,412.857,Sì vieni qua (C DA),Caregiver voc,,3.0,0.9180000000000064,within person
2961,61,411.939,414.017,xxx ,Infant voc,,2.0,1.8949999999999818,cg-infant
2962,65,412.122,414.104,"Tommaso te la tiro io, ehi (NC QM C)",Caregiver voc,,2.0,1.8100000000000023,infant-cg
2963,1004,412.294,414.305,Che fa piange la bimba? (QE),Caregiver voc,,3.0,1.829999999999984,within person
2964,1006,412.475,412.713,xxx,Infant voc,,3.0,0.18900000000002137,cg-infant
2965,1,412.524,413.803,oi rosso (CW),Infant voc,,1.0,1.271000000000015,within person
2966,1001,412.532,414.504,qua a mamma qua qua qua	(C RE),Caregiver voc,,3.0,1.7870000000000346,infant-cg
2967,1007,412.717,414.548,Dai calcio (DA) Bravo (AE),Caregiver voc,,3.0,1.8100000000000023,within person
2968,1006,412.738,415.102,e posa ormai abbiamo già parlato (DA W) a posto	 (O),Caregiver voc,,3.0,2.0919999999999845,within person
2969,1002,413.01,414.008,xxx,Infant voc,,3.0,0.9879999999999995,cg-infant
2970,57,413.02,416.87,xxx mannaggia aspetta (C DA),Caregiver voc,,2.0,3.6270000000000095,infant-cg
2971,21,413.243,415.006,xxx,Infant voc,,1.0,1.7209999999999468,cg-infant
2972,10,413.285,416.348,oh chi è questa bamboletta? (C QE),Caregiver voc,,1.0,3.0430000000000064,infant-cg
2973,1002,413.305,414.127,dallo a mamma	(DA),Caregiver voc,,3.0,0.6050000000000182,within person
2974,1005,413.522,416.298,xxx,Infant voc,,3.0,2.5430000000000064,cg-infant
2975,23,413.755,415.019,e fai la nanna tu?	(QA),Caregiver voc,,1.0,0.7839999999999918,infant-cg
2976,60,414.235,416.5,"ci riposiamo un pochino, vuoi l copertina?	 (W QO) ",Caregiver voc,,2.0,1.906000000000006,within person
2977,65,414.594,415.564,Tommaso (NC),Caregiver voc,,2.0,0.7950000000000159,within person
2978,1002,414.769,415.388,Vedi ,Caregiver voc,,3.0,0.3369999999999891,within person
2979,23,415.051,415.5,xxx,Infant voc,,1.0,0.4159999999999968,cg-infant
2980,21,415.084,416.096,xxx,Caregiver voc,,1.0,0.9449999999999932,infant-cg
2981,1001,415.151,415.8,qua a mamma ( / C),Caregiver voc,,3.0,0.5860000000000127,within person
2982,52,415.214,422.788,"guarda, c’è la mucca, chicchirichi, il gallo (DA RE OP RE)	",Caregiver voc,,2.0,7.299000000000035,within person
2983,23,415.489,417.64,hai rubato la culla alle bambole? (QA),Caregiver voc,,1.0,2.145999999999958,within person
2984,1004,415.494,416.283,Sì (C),Caregiver voc,,3.0,0.73599999999999,within person
2985,61,415.547,416.838,xxx,Infant voc,,2.0,0.9740000000000464,cg-infant
2986,65,415.864,416.501,te la tiro?,Caregiver voc,,2.0,0.5159999999999627,infant-cg
2987,1002,415.985,417.047,ecco (DA),Caregiver voc,,3.0,0.9580000000000268,within person
2988,1006,416.089,417.084,xxx,Infant voc,,3.0,0.9390000000000214,cg-infant
2989,64,416.145,416.807,xxx,Infant voc,,2.0,0.5730000000000359,within person
2990,1001,416.234,416.565,metti (DA),Caregiver voc,,3.0,0.20699999999999363,infant-cg
2991,10,416.358,417.059, la mamma (CW),Infant voc,,1.0,0.6080000000000041,cg-infant
2992,1007,416.451,417.301,Dai calcio (DA),Caregiver voc,,3.0,0.8279999999999745,infant-cg
2993,18,416.473,419.857,e adesso quella blu la metti dentro quella gialla. (DA) prova (DA) dai,Caregiver voc,,1.0,3.1900000000000546,within person
2994,65,416.667,416.991,si (CW),Infant voc,,2.0,0.32099999999996953,cg-infant
2995,22,416.67,417.695,: g(r)azie ia,Infant voc,,1.0,0.9250000000000114,within person
2996,1004,416.77,417.887,fammi vedere (DA),Caregiver voc,,3.0,1.01400000000001,infant-cg
2997,64,416.873,418.331,[ride] ,Infant voc,,2.0,1.3120000000000118,cg-infant
2998,65,417.019,417.945,prendila ehe (DA C),Caregiver voc,,2.0,0.9099999999999682,infant-cg
2999,1002,417.035,418.12,xxx,Infant voc,,3.0,0.9359999999999786,cg-infant
3000,1,417.184,417.486,eh no (C),Caregiver voc,,1.0,0.2599999999999909,infant-cg
3001,10,417.226,418.008,è la mamma?	 (QE),Caregiver voc,,1.0,0.7189999999999941,within person
3002,1007,417.289,417.978,xxx,Infant voc,,3.0,0.6560000000000059,cg-infant
3003,1006,417.322,418.533,Posa il telefono (DA),Caregiver voc,,3.0,1.1870000000000118,infant-cg
3004,1002,417.346,418.067,qua (RE),Caregiver voc,,3.0,0.5780000000000314,within person
3005,1,417.489,418.299, così il contrario (RE),Caregiver voc,,1.0,0.7999999999999545,within person
3006,61,417.499,418.555,xxx,Infant voc,,2.0,0.8829999999999814,cg-infant
3007,60,417.672,419.226,te la mette mamma la copertina? (QM) ,Caregiver voc,,2.0,1.5409999999999968,infant-cg
3008,61,417.685,419.886,xxx,Caregiver voc,,2.0,2.1450000000000387,within person
3009,21,417.741,418.372,xxx,Infant voc,,1.0,0.5920000000000414,cg-infant
3010,57,417.78,419.558,xxx,Caregiver voc,,2.0,1.7520000000000095,infant-cg
3011,1005,417.806,419.598,xxx,Infant voc,,3.0,1.299000000000035,cg-infant
3012,1,418.299,419.086,adesso li chiudi (RA),Caregiver voc,,1.0,0.7119999999999891,infant-cg
3013,21,418.374,419.236,xxx,Caregiver voc,,1.0,0.8179999999999836,within person
3014,22,418.418,419.653,xxx,Caregiver voc,,1.0,1.1330000000000382,within person
3015,10,418.52,419.604,è mio. (CW),Infant voc,,1.0,0.84699999999998,cg-infant
3016,64,418.757,422.08,"ti fa il solletico la mamma, oh si c’è la formichina (RM C) ",Caregiver voc,,2.0,3.180000000000007,infant-cg
3017,1004,418.9,420.596,Mi fai vedere se piange? (QA),Caregiver voc,,3.0,1.5230000000000246,within person
3018,1001,419.073,422.27,Grazie e dai metti questo (AE DA),Caregiver voc,,3.0,3.1889999999999645,within person
3019,21,419.081,420.798,xxx,Infant voc,,1.0,1.7110000000000127,cg-infant
3020,1,419.087,419.409,vero? (C),Caregiver voc,,1.0,0.20699999999999363,infant-cg
3021,61,419.202,422.007,xxx,Infant voc,,2.0,2.5780000000000314,cg-infant
3022,22,419.429,421.753,xxx,Infant voc,,1.0,2.1990000000000123,within person
3023,1006,419.554,420.23,xxx,Caregiver voc,,3.0,0.6539999999999964,infant-cg
3024,65,419.576,421.973, eh l’hai presa in faccia però ( - RA),Caregiver voc,,2.0,2.350999999999999,within person
3025,10,419.622,420.204,è tuo? (QE),Caregiver voc,,1.0,0.5459999999999923,within person
3026,1004,419.658,421.723,xxx,Infant voc,,3.0,1.9110000000000014,cg-infant
3027,23,419.812,420.599,xxx,Infant voc,,1.0,0.18500000000000227,within person
3028,10,420.414,420.774,no (CW),Infant voc,,1.0,0.3140000000000214,within person
3029,61,420.46,424.014,prendiamo l’acqua (W) qui nella tazzina (RE),Caregiver voc,,2.0,3.4039999999999964,infant-cg
3030,1007,420.61,421.375,Dai (C),Caregiver voc,,3.0,0.6440000000000055,within person
3031,57,420.731,426.08,"pronti, oh tira su tira	( AR DA C)",Caregiver voc,,2.0,5.317000000000007,within person
3032,1006,420.763,421.831,Vuoi posare il telefono? (QA),Caregiver voc,,3.0,1.0649999999999977,within person
3033,1001,420.766,421.229,xxx,Infant voc,,3.0,0.45799999999997,cg-infant
3034,1,420.771,421.244,così (C),Caregiver voc,,1.0,0.21000000000003638,infant-cg
3035,18,421.034,425.598,no. (AD) lasciala chiusa (DA) lasciala chiusa ( - ) richiudi.	(DA) : chiudila di nuovo ( - ),Caregiver voc,,1.0,4.492999999999995,within person
3036,10,421.105,422.807,ma è tuo o è della mamma?	(QE),Caregiver voc,,1.0,1.41700000000003,within person
3037,1002,421.39,421.996,Dai (AE),Caregiver voc,,3.0,0.5029999999999859,within person
3038,1005,421.493,423.942,Vogliamo mettere un altro po’ di zucchero dentro? (W),Caregiver voc,,3.0,2.447999999999979,within person
3039,1004,421.494,423.203,Fammi vedere se piange (DA),Caregiver voc,,3.0,1.6599999999999682,within person
3040,21,421.543,425.928,xxx,Caregiver voc,,1.0,4.0090000000000146,within person
3041,22,421.919,424.958,grazie Marina gli hai dato anche un bacione? (C RE QA),Caregiver voc,,1.0,2.9430000000000405,within person
3042,1,422.015,423.209,poi devi mettere quello blu (DA),Caregiver voc,,1.0,1.122000000000014,within person
3043,64,422.087,423.264,la formichina che cammina	(AR) ,Caregiver voc,,2.0,1.0260000000000105,within person
3044,60,422.238,423.221,che vuoi fare? (QA) ,Caregiver voc,,2.0,0.2610000000000241,within person
3045,10,422.96,423.411,tuo (CW),Infant voc,,1.0,0.3450000000000273,cg-infant
3046,1007,423.066,424.303,xxx,Caregiver voc,,3.0,1.0910000000000082,infant-cg
3047,1,423.212,423.769,guarda così (DA),Caregiver voc,,1.0,0.5060000000000286,within person
3048,52,423.263,426.799,"questa la pallina, uh il toro (RE C RE)",Caregiver voc,,2.0,3.1779999999999973,within person
3049,64,423.621,434.105,"formichina, formichina
formichina che ti mangi il nasino, guarda (RE)
 ",Caregiver voc,,2.0,10.384000000000015,within person
3050,10,423.721,424.701,di chi è quella? (QE),Caregiver voc,,1.0,0.9260000000000446,within person
3051,1,423.775,424.926,xxx,Caregiver voc,,1.0,1.120999999999981,within person
3052,1004,423.805,430.005,Oh sta piangendo (C RE) Oh piccolina	(C RE) (ride) (AL),Caregiver voc,,3.0,6.086999999999989,within person
3053,1005,423.918,425.81,xxx,Infant voc,,3.0,1.6580000000000155,cg-infant
3054,1002,424.152,425.799,Dammi la cornetta col filo	(DA),Caregiver voc,,3.0,1.5489999999999782,infant-cg
3055,57,424.25,428.5,xxx,Infant voc,,2.0,4.007000000000005,cg-infant
3056,61,424.493,425.609,xxx,Infant voc,,2.0,1.0609999999999786,within person
3057,61,424.548,427.195,vuoi togliere il tappo? (QA),Caregiver voc,,2.0,2.6410000000000196,infant-cg
3058,1006,424.554,425.799,Non c’è più nessuno (RE),Caregiver voc,,3.0,1.1289999999999623,within person
3059,1004,424.67,425.745,xxx,Infant voc,,3.0,0.5319999999999823,cg-infant
3060,10,425.213,426.02,questo? (CW),Infant voc,,1.0,0.42399999999997817,within person
3061,1,425.596,425.995,ecco,Infant voc,,1.0,0.33600000000001273,within person
3062,22,425.659,427.135,xxx,Infant voc,,1.0,1.4599999999999795,within person
3063,60,425.675,427.104,me lo dici quello che vuoi fare (DA) ,Caregiver voc,,2.0,1.4010000000000105,infant-cg
3064,1005,425.703,427.803,E ci vogliamo mettere lo zucchero dentro?,Caregiver voc,,3.0,1.8100000000000023,within person
3065,1006,425.993,427.193,xxx,Infant voc,,3.0,0.8849999999999909,cg-infant
3066,10,426.308,427.706,dimmi di chi è quella? (DA),Caregiver voc,,1.0,1.3220000000000027,infant-cg
3067,21,426.384,427.483,xxx,Infant voc,,1.0,0.9220000000000255,cg-infant
3068,1002,426.561,427.824,Vieni Gigi (DA NC),Caregiver voc,,3.0,1.0880000000000223,infant-cg
3069,22,426.736,429.094,: no non vuoi mandare un bacione?	(C QA),Caregiver voc,,1.0,2.3530000000000086,within person
3070,1001,426.741,427.808,Guarda mm be(llo)	(DA C),Caregiver voc,,3.0,0.9089999999999918,within person
